YearOfObservation,Insured_Period,Residential,Building_Painted,Building_Fenced,Garden,Settlement,Building Dimension,Building_Type,Date_of_Occupancy,NumberOfWindows,Geo_Code,Claim
2015,1.0,0,V,V,V,U,304.0,1,1980.0,4,44131,0
2012,1.0,0,N,V,V,U,385.0,1,1980.0,4,44135,0
2012,1.0,0,V,N,O,R,1255.0,1,1983.0,4,44154,0
2013,1.0,0,V,N,O,R,3416.0,1,1971.0,6,44162,1
2013,1.0,0,V,V,V,U,3416.0,1,1980.0,4,44162,1
2013,1.0,1,V,N,O,R,400.0,1,1953.0,4,44184,1
2013,0.747945205,0,V,V,V,U,390.0,1,1980.0,4,44184,0
2012,1.0,1,V,N,O,R,2566.0,1,2010.0,3,44190,0
2013,1.0,1,V,N,O,R,10948.0,1,1988.0,3,44190,1
2014,1.0,1,V,N,O,R,855.0,1,2011.0,3,44194,0
2016,1.0,1,V,N,O,R,855.0,1,2011.0,3,44194,0
2013,0.438356164,0,V,N,O,R,2206.0,1,2013.0,3,44204,0
2016,0.99726776,0,V,N,O,R,2206.0,1,2013.0,3,44204,0
2012,1.0,0,V,V,V,U,3806.0,1,1980.0,4,44926,0
2012,1.0,0,V,N,O,R,3575.0,1,2010.0,5,45155,0
2015,0.997260274,0,V,N,O,R,3575.0,1,2010.0,5,45155,0
2016,0.994535519,0,V,N,O,R,3575.0,1,2010.0,5,45155,0
2013,1.0,1,V,N,O,R,16459.0,1,1971.0,10,45232,0
2013,1.0,0,N,V,V,U,175.0,1,1960.0,4,45234,1
2015,0.997260274,0,N,V,V,U,900.0,1,1960.0,4,45234,0
2012,1.0,0,N,V,V,U,330.0,1,1960.0,4,45234,1
2015,0.983561644,0,N,V,V,U,330.0,1,1960.0,4,45234,0
2016,0.967213115,0,N,V,V,U,330.0,1,1960.0,4,45234,0
2012,0.459016393,1,V,N,O,R,554.0,1,1900.0,3,45234,0
2015,1.0,0,V,N,O,R,460.0,1,1900.0,3,45234,0
2015,0.983561644,1,V,N,O,R,4490.0,1,2007.0,3,45282,1
2016,0.99726776,0,N,V,V,U,200.0,1,1970.0,4,45285,0
2013,0.665753425,0,V,N,O,R,1545.0,1,2008.0,4,45285,1
2012,1.0,0,V,V,V,U,500.0,1,1960.0,4,46042,0
2013,1.0,0,V,V,V,U,500.0,1,1960.0,4,46042,0
2012,1.0,0,V,V,V,U,990.0,1,1960.0,4,46042,0
2014,1.0,0,N,V,V,U,1140.0,1,1960.0,4,46042,0
2012,1.0,0,V,V,V,U,1670.0,1,1980.0,4,46042,0
2014,1.0,0,V,V,V,U,1670.0,1,1980.0,4,46042,0
2012,0.0,0,V,N,O,R,232.0,1,1960.0,4,46102,0
2012,0.084699454,0,V,N,O,R,383.0,1,1959.0,2,46102,0
2016,1.0,0,N,V,V,U,450.0,1,1980.0,4,46102,0
2013,1.0,0,N,V,V,U,400.0,1,1960.0,4,46102,0
2014,1.0,0,V,N,O,R,450.0,1,2004.0,3,46102,0
2013,1.0,0,V,N,O,R,1080.0,1,2004.0,2,46102,0
2012,1.0,0,N,V,V,U,700.0,1,1960.0,4,46176,0
2016,1.0,0,N,V,V,U,700.0,1,1960.0,4,46176,0
2012,1.0,1,N,V,V,U,4822.0,1,1988.0,4,47004,0
2012,1.0,0,V,N,O,R,4500.0,1,1962.0,10,47069,0
2014,1.0,0,V,N,O,R,4500.0,1,1962.0,10,47069,0
2013,0.161643836,1,V,N,O,R,418.0,1,1900.0,3,47323,0
2012,1.0,0,V,N,O,R,300.0,1,1850.0,3,49007,1
2013,0.246575342,0,V,N,O,R,300.0,1,1850.0,3,49007,0
2013,0.276712329,0,V,V,V,U,600.0,1,1960.0,4,49007,0
2013,0.819178082,1,V,N,O,R,1800.0,1,1930.0,4,49007,0
2012,1.0,0,V,N,O,R,800.0,1,1960.0,3,49007,0
2012,1.0,0,V,N,O,R,300.0,1,1900.0,3,49007,0
2016,1.0,0,V,N,O,R,300.0,1,1900.0,3,49007,0
2016,1.0,0,V,N,O,R,1131.0,1,2007.0,3,49050,0
2013,1.0,1,V,N,O,R,2746.0,1,2010.0,4,49353,1
2014,1.0,0,V,N,O,R,3700.0,1,1965.0,6,50147,0
2016,0.99726776,0,V,N,O,R,3700.0,1,1965.0,6,50147,0
2012,0.74863388,0,N,V,V,U,1044.0,1,1960.0,4,50218,0
2013,1.0,0,V,V,V,U,450.0,1,1960.0,4,50218,1
2016,0.989071038,0,V,V,V,U,450.0,1,1960.0,4,50218,0
2013,1.0,0,V,V,V,U,450.0,1,1960.0,4,50218,0
2013,1.0,0,N,V,V,U,820.0,1,1960.0,4,50218,0
2014,1.0,0,N,V,V,U,820.0,1,1960.0,4,50218,0
2012,1.0,0,V,V,V,U,420.0,1,1960.0,4,50218,1
2013,0.246575342,0,V,V,V,U,420.0,1,1960.0,4,50218,0
2013,1.0,0,N,V,V,U,350.0,1,1960.0,4,50218,0
2012,0.666666667,0,N,V,V,U,568.0,1,1988.0,4,50532,0
2013,1.0,0,V,N,O,R,2000.0,1,1930.0,5,50532,0
2013,1.0,0,V,N,O,R,715.0,1,1990.0,2,50626,0
2013,0.454794521,0,N,V,V,U,230.0,2,1970.0,4,51030,0
2013,0.334246575,0,V,V,V,U,636.0,2,1970.0,4,51108,0
2014,0.087671233,0,V,V,V,U,350.0,2,1960.0,4,51108,0
2012,1.0,0,V,N,O,R,650.0,2,1950.0,5,51108,0
2014,1.0,0,V,N,O,R,650.0,2,1950.0,5,51108,0
2015,1.0,0,V,N,O,R,650.0,2,1950.0,5,51108,0
2013,0.865753425,0,V,N,O,R,3297.0,2,1994.0,5,51108,0
2012,0.0,1,V,V,V,U,1083.0,2,1970.0,4,51108,0
2012,1.0,0,N,V,V,U,250.0,2,1970.0,4,51108,0
2012,1.0,1,V,N,O,R,420.0,2,1935.0,3,51454,0
2014,1.0,1,V,N,O,R,550.0,2,1935.0,4,51454,0
2012,1.0,0,N,V,V,U,670.0,2,1960.0,4,51454,0
2012,1.0,0,N,V,V,U,885.0,2,1960.0,4,51454,0
2014,1.0,0,N,V,V,U,885.0,2,1960.0,4,51454,0
2015,1.0,0,N,V,V,U,885.0,2,1960.0,4,51454,0
2016,1.0,0,N,V,V,U,480.0,2,1980.0,4,51454,0
2012,1.0,0,N,V,V,U,7400.0,2,1980.0,4,51454,0
2015,0.657534247,0,V,N,O,R,370.0,2,1960.0,2,51454,0
2014,1.0,0,V,N,O,R,13030.0,2,1970.0,9,51454,1
2013,1.0,1,V,N,O,R,200.0,2,1930.0,2,51454,0
2016,1.0,1,V,N,O,R,200.0,2,1930.0,2,51454,0
2014,0.745205479,0,V,N,O,R,1130.0,2,2013.0,3,51454,0
2014,0.221917808,1,V,V,V,U,459.0,2,1960.0,4,51454,0
2014,1.0,1,V,V,V,U,1130.0,2,1960.0,4,51454,0
2016,0.99726776,1,V,V,V,U,1130.0,2,1960.0,4,51454,0
2012,1.0,1,V,V,V,U,1133.0,2,1960.0,4,51454,0
2012,1.0,1,V,N,O,R,500.0,2,1930.0,3,51454,0
2012,1.0,1,V,V,V,U,400.0,2,1960.0,4,51454,0
2014,0.210958904,0,N,V,V,U,6500.0,2,1960.0,4,51454,0
2012,1.0,0,V,N,O,R,800.0,2,1930.0,4,51454,0
2012,1.0,1,V,N,O,R,315.0,2,1925.0,3,51454,0
2013,0.854794521,1,V,N,O,R,500.0,2,1930.0,3,51454,0
2015,0.950684932,1,V,V,V,U,1280.0,2,1960.0,4,51454,0
2012,1.0,0,V,V,V,U,1900.0,2,1960.0,4,51454,0
2014,1.0,0,V,V,V,U,1450.0,2,1960.0,4,51454,0
2012,1.0,1,V,V,V,U,1200.0,2,1960.0,4,51454,0
2013,1.0,1,V,V,V,U,680.0,2,1960.0,4,51454,0
2012,0.084699454,1,N,V,V,U,442.0,2,1960.0,4,51454,0
2012,1.0,1,V,V,V,U,746.0,2,1988.0,4,51454,0
2012,1.0,1,V,V,V,U,450.0,2,1960.0,4,51454,0
2013,1.0,0,V,V,V,U,750.0,2,1970.0,4,51454,0
2013,1.0,1,V,V,V,U,991.0,2,1960.0,4,51454,0
2012,1.0,0,N,V,V,U,2400.0,2,1970.0,4,51454,1
2012,1.0,0,V,V,V,U,1323.0,2,1970.0,4,51454,0
2013,1.0,0,V,V,V,U,400.0,2,1970.0,4,51454,0
2012,0.99726776,1,V,V,V,U,420.0,2,1960.0,4,51454,1
2013,0.747945205,0,N,V,V,U,550.0,2,1970.0,4,51454,0
2016,1.0,1,V,V,V,U,340.0,2,1960.0,4,51454,0
2012,1.0,0,N,V,V,U,1050.0,2,1960.0,4,51454,0
2014,1.0,1,N,V,V,U,500.0,2,1960.0,4,51454,0
2012,1.0,1,V,N,O,R,364.0,2,1935.0,4,51454,0
2016,0.99726776,1,V,N,O,R,364.0,2,1935.0,4,51454,0
2016,1.0,0,N,V,V,U,800.0,2,1960.0,4,51454,0
2012,1.0,1,N,V,V,U,257.0,2,1960.0,4,51454,0
2013,1.0,0,V,V,V,U,1524.0,1,1988.0,4,53130,1
2012,1.0,0,N,V,V,U,2425.0,1,1980.0,4,53130,0
2014,1.0,0,V,N,O,R,2000.0,1,1994.0,5,53130,0
2013,1.0,0,N,V,V,U,1520.0,1,1980.0,4,54043,0
2014,1.0,0,N,V,V,U,1520.0,1,1980.0,4,54043,0
2012,1.0,0,V,V,V,U,3919.0,1,1980.0,4,54159,0
2014,1.0,0,V,V,V,U,3919.0,1,1980.0,4,54159,0
2013,0.747945205,0,N,V,V,U,560.0,1,1980.0,4,54159,0
2015,1.0,0,V,N,O,R,417.0,1,1900.0,3,54184,0
2012,1.0,0,N,V,V,U,2180.0,1,1960.0,4,54184,0
2016,0.99726776,0,V,V,V,U,1800.0,1,1960.0,4,54184,0
2012,1.0,0,V,V,V,U,5523.0,1,1988.0,4,54184,1
2013,1.0,1,V,N,O,R,850.0,1,2000.0,3,54188,0
2014,1.0,1,V,N,O,R,850.0,1,2000.0,3,54188,0
2012,1.0,1,N,V,V,U,700.0,1,1960.0,4,54197,0
2014,0.747945205,1,N,V,V,U,700.0,1,1960.0,4,54197,0
2013,1.0,0,V,V,V,U,1560.0,1,1970.0,4,54273,0
2012,1.0,0,V,V,V,U,3104.0,1,1980.0,4,54304,0
2016,0.907103825,0,V,N,O,R,1640.0,1,2009.0,4,54321,0
2012,1.0,0,V,N,O,R,250.0,1,1950.0,3,54321,0
2016,0.994535519,0,V,N,O,R,3768.0,1,2012.0,5,54323,0
2013,1.0,0,N,V,V,U,1500.0,1,1960.0,4,54329,0
2014,1.0,1,V,V,V,U,400.0,3,1960.0,4,54395,0
2016,0.99726776,1,V,V,V,U,400.0,3,1960.0,4,54395,0
2014,1.0,0,V,N,O,R,3200.0,3,1980.0,5,54395,0
2016,1.0,0,V,N,O,R,3200.0,3,1980.0,5,54395,1
2014,0.753424658,0,N,V,V,U,670.0,3,1960.0,4,54395,0
2013,1.0,0,V,V,V,U,700.0,3,1960.0,4,54395,1
2012,1.0,1,N,V,V,U,480.0,3,1960.0,4,54395,1
2012,1.0,0,N,V,V,U,391.0,3,1960.0,4,54395,0
2015,1.0,0,N,V,V,U,391.0,3,1960.0,4,54395,0
2016,0.99726776,0,N,V,V,U,530.0,3,1960.0,4,54395,0
2012,1.0,0,V,N,O,R,550.0,3,1800.0,4,54395,0
2015,1.0,0,V,N,O,R,550.0,3,1800.0,4,54395,0
2014,1.0,0,V,V,V,U,876.0,3,1960.0,4,54395,1
2015,1.0,0,V,V,V,U,876.0,3,1960.0,4,54395,0
2012,1.0,0,V,V,V,U,850.0,3,1960.0,4,54395,0
2013,0.252054795,0,V,N,O,R,1947.0,3,1990.0,6,54395,0
2014,1.0,0,V,N,O,R,1947.0,3,1990.0,6,54395,0
2015,1.0,0,V,N,O,R,1947.0,3,1990.0,6,54395,0
2016,0.99726776,0,V,N,O,R,570.0,3,1920.0,5,54395,0
2012,1.0,0,V,V,V,U,200.0,3,1960.0,4,54395,0
2012,0.844262295,0,V,V,V,U,850.0,3,1970.0,4,54395,1
2013,1.0,0,V,N,O,R,996.0,3,1900.0,4,54395,1
2014,1.0,0,V,V,V,U,450.0,3,1960.0,4,54395,0
2014,1.0,0,V,N,O,R,950.0,3,1850.0,5,54395,0
2014,1.0,0,V,N,O,R,1425.0,3,1950.0,5,54395,0
2012,1.0,0,V,V,V,U,1030.0,3,1960.0,4,54395,0
2012,1.0,0,V,V,V,U,770.0,3,1960.0,4,54395,0
2016,1.0,0,V,N,O,R,696.0,3,1930.0,5,54395,0
2015,1.0,0,V,N,O,R,410.0,3,1900.0,6,54395,0
2012,1.0,0,V,V,V,U,980.0,3,1960.0,4,54395,0
2013,0.747945205,0,V,V,V,U,480.0,3,1960.0,4,54395,0
2013,1.0,0,V,N,O,R,2450.0,3,1870.0,4,54395,0
2015,1.0,0,V,N,O,R,2450.0,3,1870.0,4,54395,1
2013,1.0,0,V,V,V,U,420.0,3,1960.0,4,54395,0
2014,1.0,0,V,V,V,U,1325.0,3,1960.0,4,54395,0
2015,1.0,0,V,V,V,U,1325.0,3,1960.0,4,54395,0
2012,1.0,0,V,V,V,U,2081.0,3,1960.0,4,54395,1
2013,0.887671233,0,N,V,V,U,910.0,3,1960.0,4,54395,0
2013,1.0,0,V,V,V,U,1384.0,3,1960.0,4,54395,0
2014,0.915068493,0,V,V,V,U,1384.0,3,1960.0,4,54395,0
2013,1.0,0,V,V,V,U,1640.0,3,1960.0,4,54395,0
2014,1.0,0,V,N,O,R,1100.0,3,1930.0,5,54395,0
2015,1.0,0,V,N,O,R,1100.0,3,1930.0,5,54395,0
2016,0.99726776,0,V,N,O,R,1100.0,3,1930.0,5,54395,1
2013,0.942465753,0,N,V,V,U,5439.0,3,1980.0,4,54395,1
2012,1.0,0,N,V,V,U,1255.0,3,1980.0,4,54395,0
2013,1.0,0,N,V,V,U,756.0,3,1960.0,4,54395,1
2015,0.747945205,1,N,V,V,U,800.0,3,1960.0,4,54395,0
2012,1.0,0,N,V,V,U,400.0,3,1960.0,4,54395,0
2013,0.945205479,0,N,V,V,U,470.0,3,1960.0,4,54395,0
2016,0.99726776,1,N,V,V,U,350.0,3,1960.0,4,54395,1
2012,1.0,0,V,V,V,U,310.0,3,1960.0,4,54395,0
2016,0.016393443,0,N,V,V,U,990.0,1,1980.0,4,54431,0
2013,1.0,0,V,N,O,R,397.0,1,2012.0,3,54439,0
2012,1.0,0,V,V,V,U,1400.0,1,1960.0,4,54482,0
2015,1.0,0,V,V,V,U,1400.0,1,1960.0,4,54482,0
2012,1.0,1,N,V,V,U,1960.0,1,1960.0,4,54483,0
2012,1.0,0,V,N,O,R,400.0,1,1900.0,3,54547,0
2013,0.580821918,0,V,V,V,U,350.0,1,1960.0,4,54547,0
2013,1.0,0,V,V,V,U,450.0,1,1960.0,4,54547,1
2012,1.0,1,V,V,V,U,1065.0,1,1960.0,4,55029,0
2014,1.0,0,N,V,V,U,759.0,1,1980.0,4,55502,0
2014,1.0,0,N,V,V,U,1050.0,1,1980.0,4,55545,0
2012,1.0,0,N,V,V,U,1416.0,1,1980.0,4,55545,1
2013,0.161643836,1,V,V,V,U,475.0,1,1970.0,4,55545,0
2012,1.0,0,N,V,V,U,3613.0,1,1980.0,4,55545,1
2012,1.0,0,V,V,V,U,147.0,2,1980.0,4,56034,0
2012,1.0,0,N,V,V,U,450.0,2,1980.0,4,56052,0
2012,1.0,1,V,V,V,U,920.0,2,1980.0,4,56078,1
2012,1.0,1,V,V,V,U,280.0,2,1980.0,4,56083,0
2013,1.0,1,V,N,O,R,2130.0,2,1976.0,4,56107,1
2015,1.0,1,V,N,O,R,2130.0,2,1976.0,4,56107,1
2014,1.0,1,V,N,O,R,7861.0,2,1955.0,7,56121,1
2016,0.609289617,0,V,N,O,R,600.0,2,1970.0,4,56121,0
2012,0.0,1,V,V,V,U,481.0,2,1970.0,4,56121,0
2013,0.0,1,V,V,V,U,565.0,2,1970.0,4,56121,0
2013,1.0,1,V,V,V,U,4967.0,2,1980.0,4,56121,1
2012,1.0,1,N,V,V,U,1353.0,2,1980.0,4,56121,0
2012,1.0,1,N,V,V,U,5335.0,2,1980.0,4,56121,0
2013,1.0,1,N,V,V,U,5335.0,2,1980.0,4,56121,0
2016,0.99726776,1,N,V,V,U,300.0,2,1980.0,4,56121,0
2013,0.084931507,1,V,V,V,U,350.0,2,1960.0,4,56121,0
2012,1.0,1,N,V,V,U,150.0,2,1980.0,4,56121,0
2012,1.0,1,N,V,V,U,3611.0,2,1980.0,4,56162,1
2012,0.0,1,V,V,V,U,1270.0,2,1970.0,4,56181,0
2014,1.0,0,N,V,V,U,955.0,2,1960.0,4,56260,0
2013,0.747945205,1,V,N,O,R,4890.0,2,2009.0,3,56260,0
2012,1.0,0,V,V,V,U,455.0,2,1988.0,4,56260,0
2012,1.0,0,V,N,O,R,1280.0,2,2004.0,2,57017,0
2016,1.0,0,V,N,O,R,1280.0,2,2004.0,2,57017,0
2014,0.97260274,0,N,V,V,U,1485.0,2,1970.0,4,57049,0
2012,1.0,0,V,V,V,U,950.0,2,1970.0,4,57143,0
2015,1.0,0,V,N,O,R,1251.0,2,1960.0,4,57143,1
2012,1.0,1,V,N,O,R,3000.0,2,1960.0,5,57160,0
2014,0.495890411,1,V,N,O,R,786.0,2,2005.0,2,57209,0
2013,0.580821918,0,N,V,V,U,435.0,2,1960.0,4,57221,0
2013,0.745205479,1,N,V,V,U,880.0,2,1988.0,4,57227,0
2012,1.0,1,V,N,O,R,1573.0,2,1970.0,3,57227,0
2012,1.0,0,V,V,V,U,1660.0,2,1970.0,4,57283,0
2013,1.0,0,V,N,O,R,1600.0,2,1995.0,4,57283,0
2012,0.535519126,0,V,V,V,U,453.0,2,1980.0,4,57306,1
2012,1.0,0,V,N,O,R,14350.0,2,1960.0,7,57368,0
2016,0.99726776,0,V,N,O,R,14350.0,2,1960.0,7,57368,1
2016,0.50273224,0,V,N,O,R,805.0,2,1900.0,4,57368,0
2012,1.0,0,V,V,V,U,900.0,2,1970.0,4,57412,0
2014,1.0,0,V,V,V,U,900.0,2,1970.0,4,57412,0
2014,1.0,0,V,N,O,R,1089.0,2,1824.0,4,57427,1
2016,1.0,1,V,N,O,R,750.0,2,2000.0,4,57430,0
2013,1.0,0,N,V,V,U,470.0,2,1970.0,4,57433,0
2012,1.0,1,N,V,V,U,1215.0,2,1980.0,4,57463,0
2012,0.836065574,0,V,V,V,U,1600.0,2,1970.0,4,57463,0
2016,0.99726776,0,N,V,V,U,2200.0,2,1970.0,4,57463,1
2016,1.0,0,N,V,V,U,726.0,2,1960.0,4,57463,0
2015,1.0,0,V,N,O,R,3800.0,2,2004.0,3,57463,0
2013,0.098630137,0,V,N,O,R,1600.0,2,1914.0,6,57463,0
2016,1.0,0,V,N,O,R,2600.0,2,1870.0,3,57463,0
2012,1.0,0,V,N,O,R,4000.0,2,2005.0,4,57463,0
2015,1.0,0,V,N,O,R,1768.0,2,1993.0,5,57463,0
2016,0.579234973,1,V,V,V,U,460.0,2,1970.0,4,57463,0
2016,1.0,0,V,N,O,R,3330.0,2,1975.0,7,57463,1
2012,0.445355191,0,V,N,O,R,15000.0,2,1970.0,5,57463,1
2013,0.64109589,0,V,N,O,R,15000.0,2,1970.0,5,57463,1
2012,1.0,0,V,N,O,R,750.0,2,1970.0,4,57463,0
2013,1.0,0,V,N,O,R,750.0,2,1970.0,4,57463,0
2015,1.0,0,V,N,O,R,1450.0,2,1935.0,7,57463,0
2016,1.0,0,V,N,O,R,1450.0,2,1935.0,7,57463,0
2013,1.0,0,V,V,V,U,1510.0,2,1960.0,4,57463,0
2013,1.0,0,V,V,V,U,1000.0,2,1960.0,4,57463,1
2016,0.99726776,0,V,N,O,R,480.0,2,1989.0,2,57463,0
2013,1.0,0,N,V,V,U,1300.0,2,1970.0,4,57463,0
2016,0.99726776,0,N,V,V,U,1300.0,2,1970.0,4,57463,0
2012,1.0,0,N,V,V,U,60.0,2,1970.0,4,57463,0
2013,1.0,0,V,N,O,R,1100.0,2,1950.0,4,57463,0
2013,0.495890411,0,V,N,O,R,350.0,2,1930.0,3,57463,0
2014,1.0,0,N,V,V,U,1030.0,2,1970.0,4,57463,1
2012,1.0,0,N,V,V,U,420.0,2,1970.0,4,57463,0
2013,0.915068493,0,N,V,V,U,420.0,2,1970.0,4,57463,0
2013,0.0,0,V,N,O,R,420.0,2,1955.0,3,57480,0
2013,0.953424658,0,N,V,V,U,1930.0,2,1988.0,4,57480,1
2013,1.0,0,N,V,V,U,1845.0,2,1980.0,4,57606,0
2016,0.99726776,1,V,V,V,U,1250.0,2,1988.0,4,57606,0
2012,1.0,0,N,V,V,U,900.0,2,1960.0,4,57631,0
2013,0.64109589,0,N,V,V,U,900.0,2,1960.0,4,57631,0
2014,1.0,0,V,N,O,R,800.0,2,1965.0,3,57663,0
2014,1.0,0,N,V,V,U,1070.0,2,1970.0,4,57663,0
2012,1.0,0,V,V,V,U,900.0,2,1970.0,4,57672,0
2014,0.832876712,0,V,V,V,U,900.0,2,1970.0,4,57672,0
2012,1.0,0,V,N,O,R,1800.0,2,1900.0,5,57672,1
2012,1.0,1,V,N,O,R,2900.0,2,1980.0,6,57672,0
2013,1.0,1,N,V,V,U,3840.0,2,1988.0,4,57751,0
2013,1.0,0,V,N,O,R,5451.0,2,2012.0,3,57757,0
2012,1.0,0,V,V,V,U,486.0,2,1960.0,4,57907,0
2012,1.0,0,N,V,V,U,1980.0,1,1980.0,4,58095,0
2013,0.580821918,0,N,V,V,U,1980.0,1,1980.0,4,58095,0
2015,1.0,0,V,N,O,R,650.0,1,1900.0,4,58194,0
2015,1.0,0,V,N,O,R,1452.0,1,1972.0,5,58194,0
2013,0.164383562,0,V,N,O,R,275.0,1,1900.0,3,58194,0
2012,1.0,0,V,N,O,R,890.0,1,1970.0,3,58194,0
2016,1.0,0,V,N,O,R,890.0,1,1970.0,3,58194,1
2012,1.0,0,V,V,V,U,950.0,1,1960.0,4,58194,0
2013,1.0,0,V,V,V,U,950.0,1,1960.0,4,58194,1
2016,0.99726776,0,V,V,V,U,950.0,1,1960.0,4,58194,0
2013,1.0,0,V,V,V,U,820.0,1,1980.0,4,58194,0
2014,1.0,0,V,V,V,U,820.0,1,1980.0,4,58194,0
2013,1.0,0,V,V,V,U,770.0,1,1960.0,4,58194,0
2016,0.99726776,0,V,V,V,U,770.0,1,1960.0,4,58194,0
2014,1.0,0,V,V,V,U,180.0,1,1960.0,4,58194,0
2013,0.131506849,0,V,V,V,U,300.0,1,1960.0,4,58194,0
2013,1.0,0,V,V,V,U,4300.0,1,1980.0,4,58194,1
2012,1.0,0,V,V,V,U,2350.0,1,1980.0,4,58194,0
2014,1.0,0,V,V,V,U,1085.0,1,1960.0,4,58194,0
2015,1.0,0,V,N,O,R,1004.0,1,1600.0,3,58194,0
2012,1.0,0,N,V,V,U,3920.0,1,1980.0,4,58194,0
2015,1.0,0,N,V,V,U,702.0,1,1960.0,4,58194,0
2013,0.832876712,0,N,V,V,U,1440.0,1,1980.0,4,58194,0
2015,1.0,0,V,N,O,R,1300.0,1,1800.0,3,58194,0
2015,1.0,0,V,V,V,U,650.0,2,1988.0,4,59025,0
2012,1.0,1,N,V,V,U,14805.0,2,1988.0,4,59043,1
2012,1.0,0,V,V,V,U,1860.0,2,1980.0,4,59043,0
2016,1.0,0,V,V,V,U,1860.0,2,1980.0,4,59043,0
2016,1.0,0,V,N,O,R,2412.0,2,2014.0,8,59107,1
2013,0.936986301,0,V,V,V,U,146.0,2,1960.0,4,59107,0
2013,1.0,0,V,N,O,R,1800.0,3,1900.0,4,59163,1
2015,1.0,0,N,V,V,U,660.0,3,1980.0,4,59163,0
2014,1.0,0,V,N,O,R,3143.0,3,2007.0,5,59163,1
2014,1.0,0,V,N,O,R,2850.0,2,2004.0,5,59178,0
2016,1.0,1,V,N,O,R,4750.0,2,1980.0,6,59183,1
2013,1.0,1,V,N,O,R,5346.0,1,2005.0,5,59183,0
2014,1.0,1,V,N,O,R,5346.0,1,2005.0,5,59183,0
2013,0.915068493,1,V,N,O,R,2400.0,2,1975.0,6,59183,0
2012,1.0,1,V,N,O,R,770.0,2,1960.0,4,59183,1
2012,1.0,0,V,N,O,R,536.0,2,1960.0,4,59183,0
2012,1.0,0,N,V,V,U,3500.0,2,1988.0,4,59279,0
2014,1.0,0,N,V,V,U,3500.0,2,1988.0,4,59279,1
2016,0.99726776,0,N,V,V,U,1200.0,2,1988.0,4,59279,1
2012,1.0,1,N,V,V,U,700.0,2,1960.0,4,59295,0
2012,1.0,1,N,V,V,U,650.0,2,1960.0,4,59328,0
2012,0.915300546,0,V,N,O,R,330.0,2,1900.0,3,59328,0
2013,1.0,1,V,N,O,R,1365.0,2,2010.0,3,59340,0
2013,1.0,1,V,N,O,R,1083.0,2,1970.0,5,59340,0
2015,1.0,0,V,N,O,R,1050.0,2,1972.0,4,59340,0
2016,1.0,0,V,N,O,R,1050.0,2,1972.0,4,59340,0
2015,1.0,0,V,N,O,R,1076.0,3,1980.0,4,59350,0
2012,0.674863388,0,N,V,V,U,500.0,3,1960.0,4,59350,0
2013,0.753424658,1,V,N,O,R,600.0,3,1930.0,4,59350,0
2015,1.0,0,V,N,O,R,220.0,3,1930.0,4,59350,0
2013,0.783561644,1,N,V,V,U,300.0,3,1960.0,4,59350,0
2014,1.0,1,V,N,O,R,4144.0,3,1992.0,5,59350,0
2012,1.0,0,V,N,O,R,850.0,2,1930.0,4,59350,0
2013,1.0,0,V,N,O,R,850.0,2,1930.0,4,59350,0
2014,0.17260274,0,V,N,O,R,850.0,2,1930.0,4,59350,0
2012,1.0,0,V,N,O,R,2578.0,3,1900.0,5,59350,0
2012,1.0,1,V,N,O,R,2200.0,3,1930.0,5,59350,0
2013,0.665753425,1,V,N,O,R,2200.0,3,1930.0,5,59350,1
2012,1.0,1,V,N,O,R,800.0,3,1900.0,5,59350,0
2012,1.0,0,V,N,O,R,220.0,3,1930.0,4,59350,0
2012,1.0,0,V,N,O,R,400.0,3,1930.0,4,59350,1
2012,1.0,1,V,N,O,R,15620.0,3,1978.0,10,59350,1
2014,1.0,1,V,N,O,R,15620.0,3,1978.0,10,59350,1
2014,1.0,1,V,N,O,R,9182.0,3,1974.0,8,59350,0
2015,1.0,1,V,N,O,R,9182.0,3,1974.0,8,59350,1
2012,0.071038251,0,V,N,O,R,1300.0,3,1930.0,5,59350,0
2013,1.0,0,V,N,O,R,1300.0,3,1930.0,5,59350,0
2014,0.0,0,V,N,O,R,1762.0,3,1983.0,4,59350,0
2013,0.906849315,0,V,N,O,R,260.0,3,1930.0,4,59350,1
2014,1.0,0,V,N,O,R,400.0,3,1930.0,3,59350,0
2015,1.0,0,V,N,O,R,700.0,3,2014.0,3,59350,0
2016,0.0,0,V,N,O,R,400.0,3,2015.0,3,59350,0
2016,0.75136612,1,V,N,O,R,470.0,2,1930.0,3,59350,0
2012,0.0,0,V,V,V,U,190.0,3,1970.0,4,59350,0
2016,0.0,0,V,V,V,U,190.0,3,1970.0,4,59350,0
2012,1.0,0,N,V,V,U,436.0,2,1970.0,4,59350,1
2012,1.0,0,V,N,O,R,450.0,3,1900.0,3,59350,0
2015,1.0,0,V,V,V,U,150.0,3,1960.0,4,59350,0
2012,1.0,1,N,V,V,U,800.0,2,1970.0,4,59350,1
2013,1.0,0,V,V,V,U,335.0,3,1960.0,4,59355,0
2013,1.0,0,V,N,O,R,3600.0,2,2008.0,3,59367,1
2015,1.0,0,V,N,O,R,3600.0,2,2008.0,3,59367,0
2012,1.0,0,N,V,V,U,660.0,3,1960.0,4,59368,0
2013,1.0,0,N,V,V,U,660.0,3,1960.0,4,59368,0
2012,1.0,0,V,N,O,R,450.0,3,1930.0,4,59368,0
